_id,name,propertyType,capacity,numOfReviews,price,host.name,country,street
9436729,Room in Sheung Wan, near SOHO (B),Apartment,1,0,243.00,undefined,undefined,undefined
3969482,Room in a LOFT 4000pi2 Downtown,Loft,2,20,60.00,undefined,undefined,undefined
18891380,Room in a historical apartment in Beyoglu.,Serviced apartment,2,2,111.00,undefined,undefined,undefined
12234922,Room in apartment with beautiful view, in Botafogo,Apartment,2,47,101.00,undefined,undefined,undefined
24187105,Room in beach house 200m to beach,House,2,1,45.00,undefined,undefined,undefined
7002304,Room in front of Parc Laurier,Apartment,2,6,40.00,undefined,undefined,undefined
18194415,Room in just-refurbished, classic brownstone flat.,Apartment,1,0,75.00,undefined,undefined,undefined
1391996,Room in penthouse with 2 terraces,Apartment,1,58,22.00,undefined,undefined,undefined
6457819,Room in quiet village in Sai Kung,House,4,91,801.00,undefined,undefined,undefined
26113123,Room in shared apartment,Apartment,2,2,25.00,undefined,undefined,undefined
27534603,Room in stunning beach house,House,2,0,55.00,undefined,undefined,undefined
23700685,Room in the center of Barcelona,Apartment,1,0,2000.00,undefined,undefined,undefined
10802909,Room in the very ♥ of BCN - Unbeatable location,Condominium,2,122,40.00,undefined,undefined,undefined
7811718,Room in very central apt in Kadıkoy,Loft,3,0,148.00,undefined,undefined,undefined
27992809,Room king hostel,Bed and breakfast,2,5,70.00,undefined,undefined,undefined
652063,Room near a Lovely Beach & Airport,Apartment,2,312,43.00,undefined,undefined,undefined
14758068,Room on spacious appartment,Apartment,1,2,9.00,undefined,undefined,undefined
12370710,Room on the waterfront,Condominium,2,52,85.00,undefined,undefined,undefined
16231922,Room rent in Coogee,Apartment,2,0,50.00,undefined,undefined,undefined
10839801,Room w private toilet 3 min to MTR!,Condominium,2,72,447.00,undefined,undefined,undefined
31510270,Room w' priv bathroom, breakfast in best location!,Apartment,4,1,50.00,undefined,undefined,undefined
501693,Room w/pvt bathroom on Central Park,Apartment,2,258,99.00,undefined,undefined,undefined
16308292,Room with a double bed close to Arc de Triomf,Apartment,2,7,45.00,undefined,undefined,undefined
12120988,Room with a gorgeous Bosphorus View,Apartment,1,0,42.00,undefined,undefined,undefined
22533268,Room with a view Montreal, Net flix, HS WIFI.,Apartment,4,14,99.00,undefined,undefined,undefined
18712467,Room with balcony,Apartment,2,13,40.00,undefined,undefined,undefined
28458941,Room with bosphorus view in the centre of üsküdar.,Apartment,1,0,200.00,undefined,undefined,undefined
30055339,Room with natural lighting,Apartment,2,2,25.00,undefined,undefined,undefined
31947832,Room with private bathroom.,Apartment,2,0,55.00,undefined,undefined,undefined
31666595,Room “Elegance” in Barcelona centrum.,Apartment,2,4,55.00,undefined,undefined,undefined
31431457,Room&Yard... Pl. España,Apartment,2,0,38.00,undefined,undefined,undefined
333190,Room,  Bikes and views!  SGL-DBL,Apartment,2,185,18.00,undefined,undefined,undefined
3113661,Room/private bathroom near Maracanã,Apartment,3,3,127.00,undefined,undefined,undefined
31974220,Roomlord Single Capsule 7B - Mixed,Apartment,1,0,526.00,undefined,undefined,undefined
3081744,Rooms in Barcelona (3 people=2 rooms),Apartment,3,38,25.00,undefined,undefined,undefined
9434432,Roomy Manhattan Studio,Apartment,2,0,125.00,undefined,undefined,undefined
695002,Roomy Updated Studio - East Village,Apartment,3,90,105.00,undefined,undefined,undefined
927923,Rose Bay: Large 1 Bedroom Apartment,Apartment,2,7,100.00,undefined,undefined,undefined
17892346,Rosemont :) Big Cozy Room,Condominium,2,24,36.00,undefined,undefined,undefined
17717247,Rosita House,Serviced apartment,4,86,50.00,undefined,undefined,undefined
19869291,Roulotte Boler vintage pour du camping autrement,Camper/RV,3,1,70.00,undefined,undefined,undefined
24806307,Ruby Charm Houses 7,House,3,3,50.00,undefined,undefined,undefined
4304899,Ruelle Place au Soleil-Sunny Alley,House,6,2,250.00,undefined,undefined,undefined
13521222,Rumo,House,2,46,17.00,undefined,undefined,undefined
25794804,Rumours inn,Hotel,2,10,295.00,undefined,undefined,undefined
13520692,Rushcutters Getaway,Apartment,5,1,199.00,undefined,undefined,undefined
19555586,Rustic & cozy 1bedroom flat in Le Plateau,Apartment,3,111,85.00,undefined,undefined,undefined
1215049,Rustic Gaudí - Sagrada Família,Apartment,5,212,59.00,undefined,undefined,undefined
8408379,Rustic Home in Perfect Location,House,2,5,71.00,undefined,undefined,undefined
8414008,S8 (private Single RM)TsimShaTsui MTR Station,Apartment,1,74,188.00,undefined,undefined,undefined
30258594,SALE === SALE === SALE room for 1 person,Apartment,1,1,110.00,undefined,undefined,undefined
16147485,SANTA CATARINA HOUSE,House,8,221,69.00,undefined,undefined,undefined
13764019,SEALONA CENTER III,Apartment,4,20,130.00,undefined,undefined,undefined
2606204,SINGLE ROOM NEAR THE AIRPORT,Apartment,1,5,22.00,undefined,undefined,undefined
18096846,SINGLE room (Furnished) KennedyTown (MTR ExitB),Apartment,1,4,196.00,undefined,undefined,undefined
17639835,SLEEP TO THE SOUNDS OF THE OCEAN,Villa,2,95,85.00,undefined,undefined,undefined
14462759,SM71 - 1 minute from beach - 2-bedroom - balcony,Apartment,3,1,38.00,undefined,undefined,undefined
15103148,SM8 - Serenity Beach - 2 Bedroom, Dressing Room,Apartment,3,1,38.00,undefined,undefined,undefined
8593656,SMALL AND COZY PARISIAN STYLE APT IN EAST HARLEM,Apartment,2,154,79.00,undefined,undefined,undefined
14150800,SOOTHING WAVES WITH A 180* OCEAN VIEW,Condominium,3,80,148.00,undefined,undefined,undefined
9789520,SOSHE 210, Adj. MUHC Glen Campus,Apartment,2,4,50.00,undefined,undefined,undefined
2015101,SOUS LOCATION 2 ET DEMI BIEN SITUE,Apartment,4,0,38.00,undefined,undefined,undefined
19953862,SPACIOUS APARTMENT DOWNTOWN WITH ROOFTOP,Apartment,4,57,50.00,undefined,undefined,undefined
11153910,SPACIOUS RAMBLA CATALUÑA,Apartment,5,1,130.00,undefined,undefined,undefined
4025329,SPACIOUS STUDIO-HIGH END FINISHES,Apartment,4,83,129.00,undefined,undefined,undefined
7112790,SPECIAL $87/NIGHT! MOLOKAI!,Hotel,2,108,87.00,undefined,undefined,undefined
28840227,SPECIAL 2b/2b at the Beautiful Tropical Aina Nalu!,Boutique hotel,6,13,185.00,undefined,undefined,undefined
14233139,SPECTACULAR OCEAN VIEW  IN THE HEART OF KIHEI TOWN,Condominium,4,91,179.00,undefined,undefined,undefined
12259367,STUDIO APARTMENT + WIFI!!!!,Apartment,2,70,125.00,undefined,undefined,undefined
28993950,STUDIO AT GLOUCESTER RD. , CAUSEWAY BAY, HK,Serviced apartment,2,0,557.00,undefined,undefined,undefined
29150428,STUDIO AT THE PRICE OF A ROOM,Guest suite,4,12,78.00,undefined,undefined,undefined
11716047,STUDIO COPACABANA VISTA MAR,Other,4,2,250.00,undefined,undefined,undefined
31326897,STUDIO FOR RENT 0+1 (1),Apartment,3,0,221.00,undefined,undefined,undefined
1797689,STUDIO IN COPACABANA,Apartment,2,144,93.00,undefined,undefined,undefined
27846336,STUDIO ON WINGLOK STREET, SHEUNG WAN,Serviced apartment,2,0,597.00,undefined,undefined,undefined
7439246,STUNNING BEACHFRONT 2BD (3 space) APARTMENT,Apartment,6,37,165.00,undefined,undefined,undefined
320446,SUITE 2: Next2 SouthPacificHotel,Apartment,3,15,1005.00,undefined,undefined,undefined
22906483,SUITES MAJESTIC,Apartment,2,0,250.00,undefined,undefined,undefined
32745053,SUNNY APARTMENT FIRA BARCELONA CAMP NOU,Apartment,6,0,80.00,undefined,undefined,undefined
25448375,SUNNY DELIGHT ❤ double bedroom + balcony,Apartment,2,15,60.00,undefined,undefined,undefined
12531055,SUNNY RAMBLAS 2,Apartment,5,1,70.00,undefined,undefined,undefined
272706,SUNNY, SPACIOUS APT. in  FT. GREENE,Apartment,2,7,88.00,undefined,undefined,undefined
9557097,SUNSHINE STUDIO NEAR MTR 地铁超值房連獨立浴室,Apartment,2,66,251.00,undefined,undefined,undefined
32309279,SUPER CENTRAL + BALCONY IN RAMBLAS !!!,Apartment,2,0,30.00,undefined,undefined,undefined
32308714,SUPER Central location!!! P3,Apartment,3,0,60.00,undefined,undefined,undefined
14493885,SUPERB FLAT ,30 sec from metro, close to downtown,Apartment,2,1,81.00,undefined,undefined,undefined
2073897,SUPERHOST- Wifi- METRO-Near Pierloti-,Apartment,2,34,74.00,undefined,undefined,undefined
1476508,SUPERHOST-LARGE&CLEAN-Near Pierloti,Apartment,3,99,74.00,undefined,undefined,undefined
2729334,SUPREME BALCONY DOUBLE ROOM,Apartment,2,259,25.00,undefined,undefined,undefined
29507756,SUSAMU Beach House 8km from Porto,Apartment,4,3,45.00,undefined,undefined,undefined
17584991,SUÍTE COM ENTRADA PRIVATIVA Ipanema / Carnaval,Apartment,2,1,213.00,undefined,undefined,undefined
20792560,SUİTE ROOM 2 or 3 people WİTH TERRACE,Serviced apartment,3,8,264.00,undefined,undefined,undefined
32375230,SWEET HOME NEXT TO SAGRADA FAMILIA,Apartment,5,0,50.00,undefined,undefined,undefined
20962081,SYDNEY !RELAXED!COMFORTABLE 2 BEDROOM +2BAtH APT,Apartment,6,92,181.00,undefined,undefined,undefined
19238057,SYDNEY! Great Stay For Holiday,House,2,45,43.00,undefined,undefined,undefined
29593978,Sadece yabancı turistler kalabilir.,Apartment,1,0,63.00,undefined,undefined,undefined
19718664,Safe place, good price,Apartment,4,3,58.00,undefined,undefined,undefined
19694143,Sagrada Familia - Comfortable and cosy double room,Apartment,2,3,60.00,undefined,undefined,undefined
17296538,Sagrada Familia Butterfly,Apartment,7,8,108.00,undefined,undefined,undefined
32104830,Sagrada Familia Church, Barcelona,Apartment,6,1,98.00,undefined,undefined,undefined
16010568,Sagrada Familia Gaudi,Apartment,4,88,60.00,undefined,undefined,undefined
73683,Sagrada Familia area for 12 people,Apartment,12,138,300.00,undefined,undefined,undefined
524729,Sagrada Familia up to 6,Apartment,6,174,90.00,undefined,undefined,undefined
24200355,Sagrada Familia up to 6!!,Apartment,6,0,50.00,undefined,undefined,undefined
2031134,Sagrada Familia-auditorium. FREE WI-FI.,Apartment,4,177,69.00,undefined,undefined,undefined
3002319,Sai Ying Pun MTR 1 min walk withrooftop terrace 63,Apartment,3,103,644.00,undefined,undefined,undefined
28853948,Sai Ying Pun Room in Flat Share (S4a),Apartment,1,0,173.00,undefined,undefined,undefined
14166653,Saint-Henri, c'est ici / Welcome to St-Henri,Apartment,2,4,47.00,undefined,undefined,undefined
10431455,Sala e quarto em copacabana com cozinha americana,Apartment,3,0,298.00,undefined,undefined,undefined
6265781,Salim Bey Apartments,Apartment,8,0,1313.00,undefined,undefined,undefined
22479557,Salty Bungalow 1,Bungalow,2,0,60.00,undefined,undefined,undefined
22134640,Sanat Hotel Pera  Boutique Hotel,Boutique hotel,4,1,501.00,undefined,undefined,undefined
9944044,Sanctuary Bundeena,Bed and breakfast,2,1,250.00,undefined,undefined,undefined
2161945,Sand Sun Surf w Parking. City 9km,House,15,174,340.00,undefined,undefined,undefined
30507198,Sands Of Kahana 234 - 2 Bedroom, 2 Bathroom | Sleeps 6,Condominium,6,0,515.00,undefined,undefined,undefined
30507297,Sands Of Kahana 356 - 3 Bedroom, 2 Bathroom | Sleeps 8,Condominium,8,0,509.00,undefined,undefined,undefined
1714235,Sandstone Cottage, Great Mackerel Beach,House,8,60,500.00,undefined,undefined,undefined
31035946,Santa Catarina Downtown III,Apartment,6,0,200.00,undefined,undefined,undefined
26443961,Santa Catarina Modern Flat,Apartment,2,15,70.00,undefined,undefined,undefined
12561397,Santo Tirso Holiday Home,House,5,2,55.00,undefined,undefined,undefined
18103340,Sao Bento Studio 1 A, Porto,Apartment,4,78,55.00,undefined,undefined,undefined
28828913,Sariyer özel oda,Apartment,2,0,121.00,undefined,undefined,undefined
30206716,Scandinave 2bedrooms  Saint Francois Xavier-402,Serviced apartment,6,5,129.00,undefined,undefined,undefined
22297561,Scandinavian Styled 1BR Flat with Natural Light.,Guest suite,4,70,70.00,undefined,undefined,undefined
13799611,Sea Sight Apartment Vila Chã/ Mindelo,Apartment,2,2,60.00,undefined,undefined,undefined
7841907,Sea View,Apartment,6,15,298.00,undefined,undefined,undefined
22385219,Sea View Ancient Chinese Style Two Rooms Suite,Apartment,4,1,597.00,undefined,undefined,undefined
23872995,Sea View Private Room with Bathroom-TF6,House,2,2,400.00,undefined,undefined,undefined
19313670,Sea Views & Porto's City Park - Ocean Windows Flat,Apartment,6,5,85.00,undefined,undefined,undefined
25803348,Sealodge F9: Top floor privacy, oceanfront vistas all around, affordable rate,Condominium,3,0,222.00,undefined,undefined,undefined
16242685,Seaside Cottage - A sand beach is your front yard!,Cottage,6,22,500.00,undefined,undefined,undefined
14967994,Seaview Studio in  Brooklyn New york.,Apartment,2,145,100.00,undefined,undefined,undefined
4158278,Secluded semi moments to everywhere,House,10,4,751.00,undefined,undefined,undefined
717081,Secret Falls Retreat  Pool View Rm,Bed and breakfast,2,13,226.00,undefined,undefined,undefined
28805946,Secret deal New cosy APT 3pax 1min MTR/subway,Apartment,3,14,542.00,undefined,undefined,undefined
24800927,Secret room2,Apartment,2,11,20.00,undefined,undefined,undefined
26712529,Sefa Apartments Harbiye,Apartment,3,4,127.00,undefined,undefined,undefined
30716077,Seguro & Simples & Barato,Apartment,6,0,265.00,undefined,undefined,undefined
9313155,Self Check In @ Panoramic Vic Harbour Homestay!,Serviced apartment,7,21,1146.00,undefined,undefined,undefined
18083735,Self contained garden/artist studio,House,2,33,80.00,undefined,undefined,undefined
16651655,Self contained studio cabin (last minute standby),Cabin,3,70,100.00,undefined,undefined,undefined
13352718,Self-contained beach accommodation near Manly,House,2,0,151.00,undefined,undefined,undefined
17414683,Sendme2Portugal @Apart. Eusébio - Estação S.Bento,Apartment,3,3,70.00,undefined,undefined,undefined
6985845,Sept lease ages:25-40 Resort-like,Apartment,2,0,82.00,undefined,undefined,undefined
22942398,Serene & Artsy, 1/2 acre, Oceanfront Home, Bikes!,House,8,2,315.00,undefined,undefined,undefined
27720921,Serene in its Simplicity! (Room 1),House,2,21,20.00,undefined,undefined,undefined
10612199,Serene luxury in Harlem,Apartment,1,10,80.00,undefined,undefined,undefined
23578543,Serene oceanfront home,Kauai's sunny western shore,House,6,0,509.00,undefined,undefined,undefined
342027,Serenity amidst the busy city,Apartment,4,15,121.00,undefined,undefined,undefined
4889801,Serras - Oporto Stories Apartments,Apartment,2,15,48.00,undefined,undefined,undefined
6431502,Service APT 1 Min walk to MTR Causeway Bay銅鑼湾B,Apartment,2,8,746.00,undefined,undefined,undefined
31860292,Sessiz ve güvenli bir ev,Serviced apartment,2,0,58.00,undefined,undefined,undefined
12507567,Shangri'La by the Sea, Kapoho Beach,Villa,8,10,650.00,undefined,undefined,undefined
15244301,Share a flat in a lovely penthouse with terrace,Apartment,2,23,23.00,undefined,undefined,undefined
314982,Share in NYC's trendy East Village,Apartment,2,125,89.00,undefined,undefined,undefined
31771741,Sharing apartment,Apartment,10,0,58.00,undefined,undefined,undefined
19979892,Sheepshead Bay, 1-bdr apartment. Close to all!,Apartment,4,37,130.00,undefined,undefined,undefined
